"No","Priority","English","Local",,,
"1e+02","3","Eroom overtemperature warning","Eroom overtemperature warning",,,
"1e+02","3",,,,,
"1e+02","3"," Action: Alarm
 Device: Thermostat T-S11
 Location: E-room, Dwg p:313
 Check: Temperature setting and
 A/C unit function, Call maintenance
 SW I/O: I15.2, Dwg p:313, SW:FC100
 Alarm SA ref: 1.2.3, SW:FC123"," Action: Alarm
 Device: Thermostat T-S11
 Location: E-room, Dwg p:313
 Check: Temperature setting and
 A/C unit function, Call maintenance
 SW I/O: I15.2, Dwg p:313, SW:FC100
 Alarm SA ref: 1.2.3, SW:FC123",,,
"1e+02","3","Eroom overtemperature alarm ","Eroom overtemperature alarm ",,,
"1e+02","3",,,,,
"1e+02","3"," Action: Alarm
 Device: Thermostat T-S11
 Location: E-room, Dwg p:313
 Check: Temperature setting and
 A/C unit function, Call maintenance
 SW I/O: I15.2, Dwg p:313, SW:FC100
 Alarm SA ref: 1.2.3, SW:FC123"," Action: Alarm
 Device: Thermostat T-S11
 Location: E-room, Dwg p:313
 Check: Temperature setting and
 A/C unit function, Call maintenance
 SW I/O: I15.2, Dwg p:313, SW:FC100
 Alarm SA ref: 1.2.3, SW:FC123",,,
"1.1e+02","3","Eroom Main contactor -","Eroom Main contactor -",,,
"1.1e+02","3","No feedback","No feedback",,,
"1.1e+02","3"," Action: Main contactor control OFF
 Device: Main contactor  O-K1
 Location: E-room, Dwg p:18
 Check: Feedback from Main contactor
 to PLC and PLC output control
 SW I/O:I12.6, Dwg p:310 SW:FC100
 Alarm SA ref:1.1.3, SW:FC113"," Action: Main contactor control OFF
 Device: Main contactor  O-K1
 Location: E-room, Dwg p:18
 Check: Feedback from Main contactor
 to PLC and PLC output control
 SW I/O:I12.6, Dwg p:310 SW:FC100
 Alarm SA ref:1.1.3, SW:FC113",,,
"1.1e+02","3","Trolley Main contactor -","Trolley Main contactor -",,,
"1.1e+02","3","No feedback","No feedback",,,
"1.1e+02","3"," Action: Hoist/Trolley/Skew motion disab
 Device: Main contactor  O-K2
 Location: Trolley, T-E2, Dwg p:18
 Check: Feedback from Trolley Main 
 contactor to PLC and control of contact
 SW I/O: I63.3, Dwg p:404 "," Action: Hoist/Trolley/Skew motion disab
 Device: Main contactor  O-K2
 Location: Trolley, T-E2, Dwg p:18
 Check: Feedback from Trolley Main 
 contactor to PLC and control of contact
 SW I/O: I63.3, Dwg p:404 ",,,
"1.1e+02","3","Accesss side Main contactor -  ","Accesss side Main contactor -  ",,,
"1.1e+02","3","No feedback","No feedback",,,
"1.1e+02","3"," Action: Hoist/Trolley/Skew motion disab
 Device: Main contactor  O-K6
 Location: Access side E6  O-K6, Dwgp:18
 
 SW I/O: I30.3, Dwg p:351.E5"," Action: Hoist/Trolley/Skew motion disab
 Device: Main contactor  O-K6
 Location: Access side E6  O-K6, Dwgp:18
 
 SW I/O: I30.3, Dwg p:351.E5",,,
"1.1e+02","3","Maintenance mode is active - ","Maintenance mode is active - ",,,
"1.1e+02","3","Be careful ","Be careful ",,,
"1.1e+02","3"," Action: Crane in maintenance mode
 Device: Key switch  O-S08
 Location:E-room,trolley,Dwg p.303,
 MOST INTERLOCKS ARE BYPASSED!
 DRIVE CAREFULLY!
 SW I/O: I5.7, p.303;
 Alarm SA ref: 1.2.1, SW:FC121 "," Action: Crane in maintenance mode
 Device: Key switch  O-S08
 Location:E-room,trolley,Dwg p.303,
 MOST INTERLOCKS ARE BYPASSED!
 DRIVE CAREFULLY!
 SW I/O: I5.7, p.303;
 Alarm SA ref: 1.2.1, SW:FC121 ",,,
"1.1e+02","3","Emergency stop circuit is open","Emergency stop circuit is open",,,
"1.1e+02","3",,,,,
"1.1e+02","3"," Action:Main contactor OFF
 Device:E-stop relay  O-K11
 Location: E-room  O-E1, Dwg p:20
 Check:Breaker D-F1,  O-F12, Z2-F12
 and 24 VDC supply from diesel
 SW I/O:I12.7, Dwg p:310, SW:FC100
 Alarm SA ref:1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device:E-stop relay  O-K11
 Location: E-room  O-E1, Dwg p:20
 Check:Breaker D-F1,  O-F12, Z2-F12
 and 24 VDC supply from diesel
 SW I/O:I12.7, Dwg p:310, SW:FC100
 Alarm SA ref:1.1.2.3, SW:FC103",,,
"1.1e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.1e+02","2"," O-S102 near main generator "," O-S102 near main generator ",,,
"1.1e+02","2"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S102
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.3, Dwg p:313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S102
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.3, Dwg p:313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100",,,
"1.1e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.1e+02","2"," O-S201 on trolley cubicle front "," O-S201 on trolley cubicle front ",,,
"1.1e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S201
 Location: Trolley, Dwg p: 20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I70.0, Dwg p:411, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S201
 Location: Trolley, Dwg p: 20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I70.0, Dwg p:411, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.1e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.1e+02","2"," O-S3 trolley pendant "," O-S3 trolley pendant ",,,
"1.1e+02","2"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S3
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I72.7, Dwg p:413, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S3
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I72.7, Dwg p:413, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100",,,
"1.1e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.1e+02","2"," O-S202 on trolley gate side"," O-S202 on trolley gate side",,,
"1.1e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S202
 Location: Trolley, Dwg p:20
 Check: E-stop PB is pressed
 or wire disconnected from input
 SW I/O: I70.1, Dwg p:411, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S202
 Location: Trolley, Dwg p:20
 Check: E-stop PB is pressed
 or wire disconnected from input
 SW I/O: I70.1, Dwg p:411, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S453 cab emergency stop "," O-S453 cab emergency stop ",,,
"1.2e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S453
 Location: Right console, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O:I112.1, Dwg p:459, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S453
 Location: Right console, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O:I112.1, Dwg p:459, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S103 on main girder "," O-S103 on main girder ",,,
"1.2e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S103
 Location: Main girder, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.5, Dwg p: 313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S103
 Location: Main girder, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.5, Dwg p: 313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S61 pendant access side "," O-S61 pendant access side ",,,
"1.2e+02","2"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S61
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I35.5, Dwg p:356, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100"," Action:Main contactor OFF 
 dis.Device: E-stop button  O-S61
 Location:Near main diesel, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I35.5, Dwg p:356, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC100",,,
"1.2e+02","2"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S104 near access ladder "," O-S104 near access ladder ",,,
"1.2e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S104
 Location: Access ladder, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I30.6, Dwg p: 351, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S104
 Location: Access ladder, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I30.6, Dwg p: 351, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","2","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S101 Near Aux Diesel & Truck lane"," O-S101 Near Aux Diesel & Truck lane",,,
"1.2e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S101
 Location: Truck lane & aux diesel, p.20
 Check: E-stop PB is 
 pressed or cable disconnected
 SW I/O: I30.5 Dwg p351:, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S101
 Location: Truck lane & aux diesel, p.20
 Check: E-stop PB is 
 pressed or cable disconnected
 SW I/O: I30.5 Dwg p351:, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","2"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.2e+02","2"," O-S105 in electrical room "," O-S105 in electrical room ",,,
"1.2e+02","2"," Action:Main contactor OFF
 Device: E-stop button  O-S105
 Location: E-room, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.4, Dwg p:313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103"," Action:Main contactor OFF
 Device: E-stop button  O-S105
 Location: E-room, Dwg p:20
 Check: E-stop PB is
 pressed or cable disconnected
 SW I/O: I15.4, Dwg p:313, SW:FC100
 Alarm SA ref: 1.1.2.3, SW:FC103",,,
"1.2e+02","3"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.2e+02","3","Bogie B ","Bogie B ",,,
"1.2e+02","3",,,,,
"1.2e+02","2","Diesel Emergency stop - Cabin","Diesel Emergency stop - Cabin",,,
"1.2e+02","2",,,,,
"1.2e+02","2"," Action: Diesel shutdown
 Device: Diesel E-stop button D-S411
 Location: Cab panel door, Dwg p:609
 Check:Reset fault from diesel
 control panel
 SW I/O: I, Dwg p:, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121 "," Action: Diesel shutdown
 Device: Diesel E-stop button D-S411
 Location: Cab panel door, Dwg p:609
 Check:Reset fault from diesel
 control panel
 SW I/O: I, Dwg p:, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121 ",,,
"1.2e+02","3"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.2e+02","3","Bogie C ","Bogie C ",,,
"1.2e+02","3",,,,,
"1.2e+02","3"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.2e+02","3","Bogie D ","Bogie D ",,,
"1.2e+02","3",,,,,
"1.2e+02","3","Anticondensation Heater supply - ","Anticondensation Heater supply - ",,,
"1.2e+02","3","Breaker T-F115 tripped","Breaker T-F115 tripped",,,
"1.2e+02","3"," Action: No Heating
 Device: Breaker T-F117
 Location: E-room, Dwg p:205


 PLC I/O: I8.5, Dwg p:306, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121"," Action: No Heating
 Device: Breaker T-F117
 Location: E-room, Dwg p:205


 PLC I/O: I8.5, Dwg p:306, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121",,,
"1.3e+02","3","Anticondensation heaters supply - ","Anticondensation heaters supply - ",,,
"1.3e+02","3","Breaker T-F274 tripped","Breaker T-F274 tripped",,,
"1.3e+02","3"," Action: No heating
 Device: Breaker T-F203
 Location: Trolley, Dwg p:251
 
  
 SW I/O: I63.2 Dwg p:404, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: No heating
 Device: Breaker T-F203
 Location: Trolley, Dwg p:251
 
  
 SW I/O: I63.2 Dwg p:404, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.3e+02","3","Anticondensation heaters supply - ","Anticondensation heaters supply - ",,,
"1.3e+02","3","Breaker T-F203 tripped","Breaker T-F203 tripped",,,
"1.3e+02","3"," Action: No heating
 Device: Breaker T-F203
 Location: Trolley, Dwg p:251
 
  
 SW I/O: I63.2 Dwg p:404, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: No heating
 Device: Breaker T-F203
 Location: Trolley, Dwg p:251
 
  
 SW I/O: I63.2 Dwg p:404, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.3e+02","3","Anticondensation Heater supply - ","Anticondensation Heater supply - ",,,
"1.3e+02","3","Breaker T-F303 tripped","Breaker T-F303 tripped",,,
"1.3e+02","3"," Action: No Heating
 Device: Breaker T-F303
 Location: +E6 Dwg p:231


 PLC I/O: I32.7, Dwg p:353, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121"," Action: No Heating
 Device: Breaker T-F303
 Location: +E6 Dwg p:231


 PLC I/O: I32.7, Dwg p:353, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121",,,
"1.3e+02","3"," Crane Emergency Stop - "," Crane Emergency Stop - ",,,
"1.3e+02","3","Bogie A ","Bogie A ",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Low UPS battery level"," Low UPS battery level",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Action: Alarm
 Device: UPS
 Location: E-room, Dwg p:312
 Check: UPS on battery

 SW I/O: I14.1, Dwg p:312, SW:FC100
 Alarm SA ref: ,SW:FC121"," Action: Alarm
 Device: UPS
 Location: E-room, Dwg p:312
 Check: UPS on battery

 SW I/O: I14.1, Dwg p:312, SW:FC100
 Alarm SA ref: ,SW:FC121",,,
"1.3e+02","3","Diesel over speed ","Diesel over speed ",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Speed sensor in diesel and
 overspeed limit setting
 SW I/O: I4.2, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Speed sensor in diesel and
 overspeed limit setting
 SW I/O: I4.2, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.3e+02","3","Diesel over-crank ","Diesel over-crank ",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Action: Diesel don't start
 Device: Main diesel
 Location: Gantry, Dwg p:132
 Check:Fuel level, fuel filters
 and Water separator
 SW I/O: M136.1, MD_OVRCRNK
 SW:FC121 "," Action: Diesel don't start
 Device: Main diesel
 Location: Gantry, Dwg p:132
 Check:Fuel level, fuel filters
 and Water separator
 SW I/O: M136.1, MD_OVRCRNK
 SW:FC121 ",,,
"1.3e+02","3","Diesel low oil pressure","Diesel low oil pressure",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p: 302
 Check: Oil level and engine
 SW I/O: I4.3, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121 "," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p: 302
 Check: Oil level and engine
 SW I/O: I4.3, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121 ",,,
"1.3e+02","3","Diesel, high coolant temperature ","Diesel, high coolant temperature ",,,
"1.3e+02","3",,,,,
"1.3e+02","3"," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Water level and fan function
 Radiator may be blocked by depriss
 SW I/O: I4.7, Dwg p:302, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121"," Action: Diesel shutdown
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Water level and fan function
 Radiator may be blocked by depriss
 SW I/O: I4.7, Dwg p:302, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121",,,
"1.4e+02","3","Diesel, low water level ","Diesel, low water level ",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Water level and sensor
 SW I/O: I4.6, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Water level and sensor
 SW I/O: I4.6, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.4e+02","3","Generator, circuit breaker open ","Generator, circuit breaker open ",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main diesel, Breaker
 Location: Gantry, Dwg p:302
 Check: Overload on generator supply
 SW I/O: I4.0, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Alarm
 Device: Main diesel, Breaker
 Location: Gantry, Dwg p:302
 Check: Overload on generator supply
 SW I/O: I4.0, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.4e+02","3","Generator, overheat","Generator, overheat",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main generator
 Location: Gantry, Dwg p:302
 Check: Termistor and termistor
 wiring in main generator
 SW I/O: I4.5, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Alarm
 Device: Main generator
 Location: Gantry, Dwg p:302
 Check: Termistor and termistor
 wiring in main generator
 SW I/O: I4.5, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.4e+02","3","Generator, start failed","Generator, start failed",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Fault on diesel 
 control panel
 SW I/O: I4.1, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Fault on diesel 
 control panel
 SW I/O: I4.1, Dwg p:302, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.4e+02","3","Diesel low oil level ","Diesel low oil level ",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Oil level
 SW I/O: 4.4, Dwg p:302, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121 "," Action: Alarm
 Device: Main diesel
 Location: Gantry, Dwg p:302
 Check: Oil level
 SW I/O: 4.4, Dwg p:302, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121 ",,,
"1.4e+02","3","Diesel low fuel level","Diesel low fuel level",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: Main diesel
 Location: Gantry, 
 Check: Fuel level
 SW I/O: I5.1, Dwg p:303, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121 "," Action: Alarm
 Device: Main diesel
 Location: Gantry, 
 Check: Fuel level
 SW I/O: I5.1, Dwg p:303, SW:FC100
 Alarm SA ref:1.2.1, SW:FC121 ",,,
"1.4e+02","3"," UPS alarm "," UPS alarm ",,,
"1.4e+02","3",,,,,
"1.4e+02","3"," Action: Alarm
 Device: UPS
 Location: E-room, Dwg p:312
 Check: UPS device
 and interface card in UPS
 SW I/O: I14.0, Dwg p:312, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121"," Action: Alarm
 Device: UPS
 Location: E-room, Dwg p:312
 Check: UPS device
 and interface card in UPS
 SW I/O: I14.0, Dwg p:312, SW:FC100
 Alarm SA ref: 1.2.1, SW:FC121",,,
"1.4e+02","3","24VDC Battery Voltage alarm - ","24VDC Battery Voltage alarm - ",,,
"1.4e+02","3","Breaker D-F1 tripped ","Breaker D-F1 tripped ",,,
"1.4e+02","3"," Action: Diesel E-stop circuit open
 Device: Voltage supervision D-F1
 Location: E-Room, Dwg p:7
 Check: E-stop circuit connections
 and start/stop circuit
 PLC I/O: I5.3, Dwg p:303, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121 "," Action: Diesel E-stop circuit open
 Device: Voltage supervision D-F1
 Location: E-Room, Dwg p:7
 Check: E-stop circuit connections
 and start/stop circuit
 PLC I/O: I5.3, Dwg p:303, SW:FC100
 Alarm SA ref: 1.2.1, SW: FC121 ",,,
"1.4e+02","3","Crane Emergency Stop - ","Crane Emergency Stop - ",,,
"1.4e+02","3"," Local control place"," Local control place ",,,
"1.4e+02","3",,,,,
"1.4e+02","3","Control voltage alarm - ","Control voltage alarm - ",,,
"1.4e+02","3","Breaker T-F126 tripped","Breaker T-F126 tripped",,,
"1.4e+02","3"," Action:Drives ON disabled
 Device: Breaker T-F125
 Location: E-room, Dwg p208:
 Check: Status of the breaker and cable
 for devices supplied by this breaker 
 PLC I/O: I8.6, Dwg p:306, SW:FC100
 Alarm SA ref: 1.4.1, SW: FC141"," Action:Drives ON disabled
 Device: Breaker T-F125
 Location: E-room, Dwg p208:
 Check: Status of the breaker and cable
 for devices supplied by this breaker 
 PLC I/O: I8.6, Dwg p:306, SW:FC100
 Alarm SA ref: 1.4.1, SW: FC141",,,
"1.4e+02","3","E-room PLC Input Voltage alarm -  ","E-room PLC Input Voltage alarm -  ",,,
"1.4e+02","3","Breaker  Z1-F11 tripped ","Breaker  Z1-F11 tripped ",,,
"1.4e+02","3"," Action:Main contactor OFF
 Device: Breaker module Z1-F11
 Location: E-room E1.7, Dwg p:301
 Check: Breaker module and PLC 24VDC 
 power supply unit.
 SW I/O: I13.0, Dwg p311:, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141"," Action:Main contactor OFF
 Device: Breaker module Z1-F11
 Location: E-room E1.7, Dwg p:301
 Check: Breaker module and PLC 24VDC 
 power supply unit.
 SW I/O: I13.0, Dwg p311:, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141",,,
"1.5e+02","3"," E-room PLC Control Voltage alarm -"," E-room PLC Control Voltage alarm -",,,
"1.5e+02","3","Breaker  Z1-F12 tripped ","Breaker  Z1-F12 tripped ",,,
"1.5e+02","3"," Action:Main contactor OFF
 Device: Breaker Z1-F12  
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.1, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141"," Action:Main contactor OFF
 Device: Breaker Z1-F12  
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.1, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141",,,
"1.5e+02","3","E-room PLC Control Voltage alarm -","E-room PLC Control Voltage alarm -",,,
"1.5e+02","3","Breaker   Z1-F13 tripped ","Breaker   Z1-F13 tripped ",,,
"1.5e+02","3"," Action:Main contactor OFF
 Device: Breaker module Z1-F13 
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.2, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141"," Action:Main contactor OFF
 Device: Breaker module Z1-F13 
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.2, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141",,,
"1.5e+02","3"," E-room PLC Control Voltage alarm -"," E-room PLC Control Voltage alarm -",,,
"1.5e+02","3","Breaker  Z1-F14 tripped","Breaker  Z1-F14 tripped",,,
"1.5e+02","3"," Action:Main contactor OFF
 Device: Breaker module Z1-F14 
 Location: E-room E1.Z, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.3, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141"," Action:Main contactor OFF
 Device: Breaker module Z1-F14 
 Location: E-room E1.Z, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.3, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141",,,
"1.5e+02","3"," E-room PLC Control Voltage alarm -"," E-room PLC Control Voltage alarm -",,,
"1.5e+02","3","Breaker  Z1-F15 tripped","Breaker  Z1-F15 tripped",,,
"1.5e+02","3"," Action:Main contactor OFF
 Device: Breaker module Z1-F15 
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.4, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141"," Action:Main contactor OFF
 Device: Breaker module Z1-F15 
 Location: E-room E1.7, Dwg p:301
 Check: Breaker and PLC 24VDC power
 supply unit.
 SW I/O: I13.4, Dwg p:311, SW:FC100
 Alarm SA ref: 1.4.1, SW:FC141",,,
